index,Xt,Yt,Zt,Vxt,Vyt,Vzt,X0,Y0,Z0,Vx0,Vy0,Vz0,M_mw(1e12 M_sun),M_lmc(1e10 M_sun),concentration(c),flattening(q)
923,-1.72,-37.09,-25.8,-56.06,-203.6,196.6,49.8,325.35,-57.68,-14.3,-130.47,-18.91,0.622,19.386,5.144,1.277
924,-0.77,-41.37,-29.03,-59.07,-228.25,227.8,52.93,346.64,-37.4,-12.53,-130.51,-39.27,1.056,14.55,6.147,0.7
925,-0.61,-38.74,-27.95,-58.71,-229.21,239.14,59.16,370.97,-70.85,-19.11,-155.71,-18.98,0.749,17.506,10.565,0.549
926,-1.23,-41.79,-27.43,-55.84,-220.68,242.97,75.21,401.39,-188.92,-30.41,-196.27,48.64,0.515,11.397,10.767,0.65
927,-0.62,-42.32,-27.94,-51.75,-215.6,214.8,29.35,310.45,7.18,-2.68,-107.2,-53.42,0.721,9.291,15.0,1.069
928,-0.97,-37.93,-27.54,-60.63,-231.72,225.18,53.08,346.4,-20.21,-14.55,-133.83,-41.13,0.756,12.187,11.831,0.606
929,-1.56,-40.6,-28.52,-57.64,-235.82,267.25,26.3,244.77,76.31,7.67,-16.41,-88.78,1.417,11.277,13.152,0.64
930,-1.18,-41.46,-29.13,-62.15,-231.88,251.91,60.55,374.61,-66.55,-18.9,-154.31,-24.94,0.865,18.047,12.447,0.57
931,-0.87,-39.9,-27.86,-57.36,-231.94,223.37,39.51,319.93,17.49,-5.33,-104.24,-60.47,0.923,15.002,9.172,0.793
932,-1.38,-42.08,-26.69,-55.7,-218.65,225.14,52.4,367.8,-71.0,-16.95,-158.84,-13.32,0.565,16.632,12.308,1.035
933,-1.39,-41.81,-27.57,-54.84,-225.9,227.02,53.84,382.79,-76.79,-18.63,-168.78,-9.49,0.543,17.039,14.683,1.015
934,-1.21,-40.25,-29.38,-61.07,-236.48,245.47,31.51,253.87,71.16,6.85,-22.95,-89.03,1.68,14.033,7.248,0.546
935,-0.81,-40.13,-25.87,-59.26,-194.49,202.34,44.59,318.04,-50.71,-10.14,-129.87,-23.0,0.536,11.98,10.804,1.327
936,-1.23,-42.16,-25.85,-62.39,-228.42,242.09,76.75,410.29,-163.86,-31.17,-196.44,36.43,0.558,9.445,11.778,0.679
937,-1.0,-40.06,-28.74,-55.76,-226.48,217.45,26.12,251.18,61.68,5.92,-33.23,-79.96,1.358,12.836,6.208,0.777
938,-0.88,-41.09,-26.43,-56.68,-213.27,213.73,37.67,322.52,-14.68,-7.14,-120.23,-42.14,0.673,10.401,12.424,1.074
939,-0.62,-40.41,-29.45,-66.72,-227.59,240.6,87.84,409.01,-192.21,-36.69,-198.41,51.13,0.516,11.126,12.712,0.534
940,-0.41,-41.53,-29.91,-52.49,-203.03,211.96,26.49,277.72,19.76,1.62,-78.57,-65.09,0.821,13.427,11.063,1.065
941,-0.58,-40.38,-28.32,-58.96,-225.74,222.88,68.2,393.37,-141.26,-26.26,-183.28,24.11,0.58,17.19,5.656,0.835
942,-0.86,-39.74,-26.65,-61.6,-226.12,239.68,61.45,384.27,-90.04,-20.27,-169.33,-4.66,0.613,15.881,12.469,0.863
943,-0.89,-42.58,-26.93,-60.43,-223.49,235.42,31.5,297.63,35.11,0.19,-82.13,-72.44,1.028,15.862,10.22,0.837
944,-0.49,-38.29,-26.53,-59.64,-209.04,216.19,33.57,264.12,17.35,1.02,-59.44,-65.12,1.158,9.536,5.363,0.849
945,-1.48,-43.36,-25.32,-58.74,-229.71,236.15,63.96,394.81,-110.59,-22.99,-179.88,5.6,0.709,8.648,9.326,0.699
946,-0.74,-40.8,-27.22,-51.79,-200.0,210.43,31.89,295.34,-8.5,-2.56,-97.97,-50.05,0.774,17.212,7.583,1.112
947,-0.79,-40.41,-27.65,-52.17,-209.54,217.63,39.19,319.32,-23.34,-6.91,-115.09,-42.66,0.792,19.565,7.086,1.022
948,-0.87,-41.35,-26.44,-58.76,-231.04,244.55,68.91,410.81,-142.16,-27.11,-192.5,23.16,0.57,16.941,11.761,0.636
949,-0.53,-40.05,-29.32,-56.83,-221.65,225.21,28.68,293.98,35.95,0.29,-84.16,-68.91,0.817,18.346,13.728,1.006
950,-0.99,-40.59,-25.52,-54.45,-210.57,210.97,19.01,261.43,58.52,4.23,-62.96,-72.57,0.763,10.063,14.467,1.162
951,-0.92,-42.77,-28.14,-55.75,-243.25,245.37,44.18,352.28,-6.8,-9.76,-127.97,-52.79,1.063,8.084,12.487,0.523
952,-1.41,-42.17,-28.1,-59.33,-224.26,238.98,65.82,380.8,-98.41,-23.25,-169.62,-2.25,0.665,10.715,14.036,0.626
953,-0.89,-42.05,-26.99,-61.36,-225.71,257.22,17.43,237.38,90.09,10.01,-13.82,-87.66,1.212,17.739,14.256,0.778
954,-0.96,-42.42,-26.49,-54.28,-231.49,198.65,45.31,376.81,-60.83,-13.5,-164.68,-13.05,0.62,10.286,12.427,1.401
955,-0.57,-43.0,-28.86,-54.49,-247.89,260.95,21.85,267.21,82.49,6.92,-36.06,-89.61,1.413,11.471,13.923,0.58
956,-1.27,-42.35,-26.98,-56.93,-221.29,253.75,47.98,341.92,-27.71,-10.92,-126.54,-45.4,0.905,12.41,14.12,0.636
957,-0.8,-39.17,-28.36,-59.07,-228.55,221.47,40.63,331.42,2.24,-7.82,-118.92,-50.58,0.727,17.388,12.71,1.023
958,-1.21,-42.19,-28.51,-63.79,-216.7,252.91,60.37,355.56,-60.86,-17.36,-142.6,-30.1,0.825,19.22,12.97,0.594
959,-0.9,-40.85,-29.64,-56.3,-215.48,205.98,56.04,352.87,-80.08,-18.36,-152.4,-8.67,0.622,9.249,8.163,0.955
960,-1.47,-42.36,-27.27,-58.91,-225.12,240.57,80.23,399.5,-189.26,-32.51,-192.54,47.74,0.716,9.496,5.861,0.533
961,-1.13,-41.26,-28.94,-59.63,-246.65,242.68,41.54,307.9,37.71,-1.85,-73.22,-80.55,1.777,13.422,5.796,0.537
962,-1.25,-41.01,-26.95,-58.98,-225.02,238.07,56.01,371.03,-66.61,-17.66,-157.05,-17.78,0.675,16.811,11.724,0.853
963,-0.4,-39.92,-29.97,-61.22,-235.52,260.68,79.51,419.8,-200.02,-32.91,-200.29,50.93,0.654,13.383,12.09,0.517
964,-1.72,-40.14,-28.39,-58.47,-220.28,229.94,20.22,228.85,86.44,7.87,-18.95,-84.44,0.984,12.82,14.952,0.938
965,-1.56,-41.57,-27.09,-60.51,-224.28,234.53,38.49,295.23,31.24,-0.73,-73.61,-74.7,1.31,19.938,6.088,0.725
966,-0.85,-41.54,-27.2,-56.92,-221.67,217.04,63.49,380.66,-118.71,-23.51,-175.35,13.26,0.588,8.313,7.597,0.864
967,-0.9,-42.58,-27.99,-55.74,-226.58,210.4,65.35,394.96,-131.61,-24.56,-186.13,21.64,0.521,16.334,5.589,0.947
968,0.0,-40.68,-28.88,-63.04,-234.05,245.21,69.9,391.56,-118.01,-24.7,-173.5,3.94,0.897,13.855,7.301,0.568
969,-1.03,-41.15,-27.31,-57.83,-218.45,227.33,54.55,367.24,-74.72,-17.25,-159.56,-12.2,0.564,13.706,14.233,1.013
970,-0.74,-41.74,-28.23,-60.85,-229.17,255.55,68.93,399.19,-131.37,-25.92,-180.35,12.0,0.742,18.829,10.337,0.626
971,-2.1,-41.49,-28.6,-57.6,-268.16,283.35,25.3,252.1,96.04,7.47,-9.64,-90.25,1.728,7.507,14.866,0.545
972,-0.65,-43.8,-27.1,-59.28,-234.01,251.23,22.01,261.14,80.61,5.9,-38.47,-86.77,1.24,10.359,14.516,0.621
973,-1.06,-42.7,-29.06,-57.62,-230.82,252.03,25.63,272.38,66.19,4.27,-49.74,-84.93,1.174,14.733,14.249,0.721
974,-0.33,-42.68,-29.43,-54.55,-231.58,252.24,19.34,215.77,87.31,14.61,20.0,-90.54,1.944,10.001,7.247,0.535
975,-0.86,-40.05,-25.47,-57.65,-216.54,262.06,33.7,281.44,31.85,1.73,-58.51,-80.63,1.346,20.477,7.788,0.602
976,-1.25,-42.87,-28.43,-58.57,-235.23,239.78,65.65,396.39,-112.88,-23.96,-179.66,5.33,0.767,8.926,10.545,0.632
977,-0.74,-39.14,-28.99,-58.82,-226.67,218.46,64.5,383.54,-121.93,-23.3,-176.02,14.37,0.61,7.201,8.716,0.977
978,-1.11,-40.77,-29.89,-60.48,-234.05,251.98,40.35,302.21,26.03,-3.33,-80.39,-73.32,1.207,10.558,12.197,0.605
979,-0.99,-39.43,-28.13,-53.73,-212.67,201.97,25.3,284.35,37.16,0.87,-84.93,-64.23,0.681,15.097,14.923,1.233
980,-0.85,-41.31,-30.06,-59.03,-243.59,269.09,37.54,310.18,32.58,-1.94,-76.77,-79.24,1.426,15.21,11.863,0.525
981,-0.67,-42.67,-28.28,-57.67,-226.11,213.25,63.43,390.2,-108.35,-23.19,-180.95,8.08,0.51,11.044,10.762,0.745
982,-0.73,-38.58,-29.05,-54.09,-218.41,214.31,50.08,334.77,-54.27,-12.21,-129.53,-28.54,0.893,11.94,5.35,0.862
983,-1.28,-42.58,-25.78,-59.2,-225.8,246.97,58.58,380.82,-70.61,-18.83,-164.36,-17.0,0.69,18.638,14.663,0.551
984,-1.14,-40.75,-28.7,-55.29,-233.96,225.2,24.61,240.55,82.65,8.7,-14.87,-86.36,1.61,14.902,6.122,0.634
985,-1.31,-41.76,-27.18,-57.79,-224.84,237.17,38.36,304.94,18.44,-4.11,-91.58,-64.63,1.014,10.152,10.582,0.779
986,-1.03,-40.37,-26.89,-57.78,-220.91,227.55,30.28,285.85,36.42,0.89,-70.77,-71.12,1.047,18.575,8.019,0.874
987,-0.49,-37.49,-29.61,-54.45,-211.89,210.33,23.36,255.15,46.31,3.88,-53.41,-71.76,0.84,14.807,11.144,1.085
988,-1.08,-42.58,-28.91,-56.48,-231.52,248.27,41.34,320.23,13.57,-3.87,-93.26,-71.62,1.391,20.629,6.973,0.589
989,-1.69,-43.76,-25.54,-52.16,-212.12,199.83,36.03,334.17,-19.05,-7.88,-132.17,-37.84,0.622,12.688,14.276,1.492
990,-1.24,-39.7,-27.1,-50.79,-227.27,236.99,41.71,327.84,-5.4,-8.05,-112.86,-54.8,0.975,11.877,9.545,0.594
991,-0.26,-44.44,-28.99,-62.78,-242.41,262.11,34.42,307.98,41.92,0.37,-75.39,-81.75,1.427,12.489,11.586,0.576
992,-0.64,-41.35,-28.76,-61.53,-222.08,238.66,47.98,317.58,-14.3,-8.73,-106.29,-53.67,1.087,8.11,9.092,0.666
993,-0.9,-39.59,-28.41,-54.57,-228.43,231.11,45.56,353.66,-33.0,-11.84,-137.91,-36.52,0.746,19.999,10.241,0.8
994,-1.65,-43.3,-26.02,-60.91,-249.42,277.94,23.45,255.22,89.18,7.73,-18.5,-89.4,1.596,9.268,13.446,0.587
995,-1.65,-43.27,-28.49,-54.98,-259.06,273.32,24.49,260.35,93.32,6.93,-19.62,-91.15,1.685,10.993,12.746,0.548
996,-0.56,-43.37,-28.83,-60.68,-243.63,264.21,39.07,334.3,26.57,-4.52,-101.12,-73.59,1.217,20.43,13.434,0.604
997,-0.62,-38.48,-26.27,-58.26,-205.37,205.45,49.72,342.03,-74.99,-14.21,-145.98,-9.55,0.502,16.419,9.113,1.305
998,-1.07,-43.59,-27.38,-57.87,-228.04,236.06,12.53,213.59,108.81,12.76,5.78,-87.56,1.296,15.584,11.257,0.747
999,-1.23,-40.15,-26.5,-57.7,-232.47,243.81,70.88,406.13,-147.49,-27.68,-189.62,25.08,0.648,16.338,8.004,0.607
1000,-1.12,-40.55,-26.72,-60.27,-224.72,226.13,41.37,335.62,0.06,-8.56,-121.97,-49.67,0.719,18.854,12.826,1.04
1001,-1.14,-40.67,-27.18,-59.77,-224.29,256.45,77.11,407.37,-190.24,-31.35,-194.6,46.78,0.591,19.132,8.763,0.616
1002,-1.02,-41.66,-27.55,-62.88,-237.46,251.26,57.34,360.75,-41.5,-15.04,-135.77,-40.93,1.194,11.841,7.741,0.563
1003,-0.96,-42.15,-26.81,-56.3,-225.33,229.77,65.61,389.73,-129.76,-24.97,-181.43,17.16,0.643,8.61,8.56,0.723
1004,-0.82,-40.82,-27.1,-60.92,-222.5,259.85,60.71,363.24,-79.0,-17.21,-143.81,-26.26,1.173,20.978,6.005,0.54
1005,-0.9,-40.91,-27.85,-61.66,-237.77,248.37,42.93,310.2,29.7,-2.86,-78.88,-79.5,1.662,17.058,5.73,0.502
1006,-1.46,-44.02,-25.39,-59.24,-224.92,241.47,65.7,397.14,-124.06,-23.75,-182.59,12.53,0.628,14.029,9.97,0.743
1007,-1.63,-41.93,-27.43,-57.32,-229.79,245.75,50.81,344.34,-28.47,-11.69,-128.49,-44.86,1.008,9.279,10.789,0.569
1008,-1.0,-42.59,-27.96,-57.02,-222.99,220.09,71.24,390.46,-154.89,-27.8,-185.21,31.2,0.633,10.113,5.362,0.69
1009,-1.35,-42.9,-28.71,-60.99,-229.61,240.61,83.29,419.12,-207.02,-35.71,-206.5,59.63,0.509,17.86,7.254,0.63
1010,-1.79,-41.9,-24.92,-56.87,-219.64,236.11,48.99,355.64,-38.29,-13.31,-143.5,-31.65,0.674,14.624,13.412,0.932
1011,-0.9,-41.1,-28.17,-54.35,-221.74,210.53,42.77,327.26,-22.8,-9.71,-121.77,-40.55,0.833,9.177,7.621,0.926
1012,-0.42,-38.3,-29.61,-55.27,-222.95,195.85,25.39,289.73,41.07,0.67,-85.03,-66.39,0.729,19.776,11.815,1.201
1013,-1.07,-40.47,-28.2,-58.16,-226.5,228.28,40.21,314.14,7.66,-5.67,-100.47,-59.24,0.978,12.833,8.893,0.821
1014,-1.23,-41.67,-28.93,-59.95,-227.09,252.83,63.62,378.69,-97.3,-21.34,-164.4,-7.35,0.799,10.573,13.936,0.638
1015,-0.88,-41.78,-27.55,-60.54,-233.18,241.68,66.81,389.6,-111.83,-24.04,-173.19,2.77,0.848,9.013,8.397,0.599
1016,-1.97,-40.6,-29.45,-60.4,-206.48,194.86,59.83,341.29,-85.63,-18.35,-146.01,-5.45,0.592,19.157,6.976,1.358
1017,-1.28,-41.07,-26.46,-66.59,-233.78,246.94,81.49,406.78,-151.37,-32.43,-190.53,27.08,0.687,7.041,11.205,0.515
1018,-1.13,-38.3,-30.79,-48.28,-188.79,161.01,34.97,274.83,-26.08,-5.55,-99.3,-35.24,0.616,7.531,6.919,1.387
1019,-0.88,-40.03,-28.03,-58.15,-223.15,228.36,71.74,395.03,-161.39,-28.37,-189.1,36.37,0.517,9.46,9.179,0.781
1020,-1.17,-44.14,-25.86,-59.82,-224.37,198.24,49.68,378.04,-64.92,-15.43,-168.62,-10.4,0.519,18.343,11.789,1.44
1021,-1.0,-41.24,-28.42,-56.74,-232.74,241.11,49.19,358.78,-33.39,-12.22,-140.81,-37.26,0.817,15.113,12.593,0.765
1022,-1.08,-41.78,-24.98,-59.62,-213.84,227.88,49.32,361.83,-59.01,-14.13,-152.95,-20.04,0.546,20.052,13.677,1.113
1023,-1.18,-43.27,-28.09,-61.81,-251.83,283.67,23.76,256.4,95.29,9.17,-15.29,-93.63,1.639,14.503,14.814,0.566
1024,-0.91,-41.24,-26.46,-56.88,-223.38,227.85,60.59,375.87,-98.59,-21.09,-167.71,0.3,0.66,8.502,9.365,0.795
1025,-0.99,-42.06,-29.15,-61.54,-264.78,273.82,33.21,299.75,67.43,2.45,-55.75,-89.05,1.739,11.439,11.258,0.508
1026,-1.0,-41.63,-26.74,-62.25,-220.1,258.41,49.71,330.43,-26.24,-9.52,-113.59,-50.38,1.095,15.3,9.301,0.64
1027,-1.56,-40.93,-26.53,-62.88,-237.87,238.0,44.37,303.37,29.3,-3.17,-76.4,-74.95,1.619,9.906,5.706,0.556
1028,-0.55,-41.42,-28.55,-60.47,-229.01,236.22,55.63,368.17,-49.74,-15.31,-150.24,-30.76,0.774,19.982,11.329,0.593
1029,-1.06,-39.45,-28.43,-58.98,-215.17,220.44,72.87,376.13,-160.95,-28.88,-176.45,34.49,0.599,10.161,5.159,0.928
1030,-0.92,-41.25,-27.61,-58.08,-228.94,230.51,74.5,410.92,-176.43,-30.4,-199.56,44.41,0.513,11.525,8.269,0.731
1031,-1.02,-41.65,-26.5,-55.29,-231.38,243.11,35.74,319.47,33.57,-3.89,-99.4,-70.52,0.951,19.259,13.137,0.6
1032,-0.61,-40.96,-26.81,-57.01,-212.86,219.3,26.84,299.37,25.66,0.6,-92.34,-63.44,0.754,20.993,11.947,1.13
1033,-0.56,-40.89,-26.38,-58.13,-210.71,220.14,57.95,356.84,-97.23,-18.7,-155.91,-2.54,0.662,12.23,6.28,0.893
1034,-0.78,-41.57,-28.1,-59.51,-228.68,257.99,78.45,419.73,-207.08,-33.18,-203.59,56.21,0.548,20.929,9.914,0.593
1035,-0.69,-41.26,-29.29,-58.02,-222.19,230.82,50.32,338.81,-32.94,-11.21,-124.73,-41.39,0.937,19.286,7.025,0.782
1036,-0.76,-41.17,-26.29,-63.61,-221.96,243.61,50.34,355.01,-44.66,-12.47,-139.18,-33.01,0.8,18.228,10.554,0.805
1037,-1.0,-42.92,-28.86,-57.53,-234.88,238.47,35.09,319.35,35.13,-2.36,-97.78,-71.19,0.995,17.801,12.776,0.792
1038,-1.08,-40.23,-27.34,-62.14,-227.8,250.75,85.56,414.75,-219.35,-36.62,-202.62,65.12,0.589,11.888,7.812,0.515
1039,-0.44,-38.14,-28.62,-47.25,-210.51,200.85,35.82,324.67,-38.83,-7.94,-126.12,-30.13,0.628,16.894,8.329,1.231
1040,0.1,-43.23,-28.69,-58.89,-227.06,208.96,46.91,353.15,-40.71,-12.62,-146.78,-29.39,0.753,8.685,8.781,0.926
1041,-0.84,-40.1,-27.95,-58.01,-234.8,241.14,33.96,287.28,47.11,1.05,-60.77,-81.66,1.418,19.939,6.873,0.674
1042,-0.68,-40.65,-28.46,-57.18,-225.95,230.79,60.23,372.53,-95.47,-19.9,-160.87,-6.39,0.828,11.552,6.985,0.683
1043,-0.67,-39.95,-27.22,-55.0,-229.61,236.91,39.02,316.9,11.98,-5.18,-100.21,-62.52,1.028,11.034,10.027,0.61
1044,-1.32,-39.4,-26.53,-59.7,-229.11,230.93,61.28,373.45,-66.64,-20.58,-159.12,-17.73,0.682,14.602,10.929,0.511
1045,-0.99,-41.38,-27.1,-60.23,-224.43,231.65,76.1,398.07,-167.76,-30.03,-189.28,36.52,0.651,15.194,5.08,0.654
1046,-0.09,-38.43,-27.17,-56.02,-201.54,212.88,33.83,295.42,-16.0,-3.31,-97.46,-46.8,0.785,19.243,6.751,1.135
1047,-0.5,-41.55,-27.43,-60.75,-233.82,247.04,35.88,301.68,38.73,-1.25,-81.07,-75.5,1.152,9.888,12.392,0.529
1048,-0.56,-42.34,-25.01,-62.13,-193.39,217.25,24.17,266.07,29.32,3.8,-64.82,-68.67,0.867,19.049,8.539,1.115
1049,-1.07,-39.4,-27.04,-54.35,-217.84,245.62,62.47,375.64,-126.99,-22.11,-168.83,9.98,0.69,12.164,9.629,0.615
1050,-1.1,-42.04,-28.74,-60.9,-229.41,230.85,74.53,407.88,-159.23,-29.76,-194.07,33.49,0.53,18.13,7.919,0.781
1051,-0.15,-42.23,-30.16,-56.23,-236.47,234.75,54.49,380.87,-75.88,-17.25,-164.23,-16.05,0.791,8.968,13.327,0.536
1052,-0.67,-40.87,-26.94,-55.75,-236.21,258.19,33.01,285.98,48.65,2.65,-52.58,-86.12,1.715,15.007,6.703,0.506
1053,-0.85,-41.31,-28.16,-60.73,-231.5,250.26,49.66,330.98,-16.14,-8.94,-106.81,-58.25,1.404,13.614,6.473,0.542
1054,-1.15,-43.77,-26.11,-58.62,-225.28,229.76,55.81,363.68,-54.1,-15.48,-146.84,-28.88,0.941,14.687,6.362,0.731
1055,-0.9,-37.23,-27.88,-57.21,-205.91,205.15,39.7,297.7,-18.67,-7.34,-102.49,-40.93,0.714,9.517,8.913,1.151
1056,-0.44,-40.7,-28.1,-56.41,-223.23,218.81,33.34,294.13,17.19,-1.21,-84.54,-62.52,1.059,9.596,7.385,0.834
1057,-0.99,-40.66,-27.02,-59.96,-228.94,248.56,43.02,336.94,-2.35,-8.08,-116.69,-54.76,0.88,20.853,12.463,0.81
1058,-1.35,-41.47,-28.37,-59.59,-234.46,239.46,32.45,252.65,65.56,7.45,-22.37,-86.63,1.806,10.402,6.049,0.595
1059,-1.23,-38.34,-26.62,-56.91,-228.64,229.13,46.87,336.09,-8.6,-10.79,-122.78,-47.12,0.797,14.601,10.346,0.72
1060,-2.24,-44.38,-26.95,-53.21,-194.32,165.01,16.09,232.93,71.88,5.65,-52.24,-74.57,0.669,7.087,14.656,1.397
1061,-0.73,-40.85,-27.84,-61.87,-227.73,228.14,74.85,395.87,-144.17,-28.59,-183.67,23.99,0.689,16.081,5.138,0.682
1062,-1.28,-40.82,-30.02,-62.5,-248.21,251.49,34.7,283.57,65.36,2.74,-49.92,-86.73,1.512,15.998,9.594,0.604
1063,-1.3,-39.6,-28.33,-59.22,-227.01,228.71,66.33,371.94,-91.56,-22.36,-160.88,-8.43,0.826,13.32,6.492,0.6
1064,-0.96,-42.26,-28.4,-58.0,-226.14,226.92,67.61,399.21,-139.62,-26.44,-189.84,25.18,0.509,8.974,13.319,0.823
1065,-0.25,-39.04,-28.79,-63.72,-222.53,271.23,65.62,372.45,-117.18,-22.03,-159.18,-0.72,0.885,10.803,13.589,0.541
1066,-0.86,-43.34,-27.92,-58.72,-232.02,249.27,34.1,290.33,53.98,1.67,-63.59,-84.51,1.35,17.928,9.391,0.554
1067,-1.22,-38.2,-27.81,-54.79,-230.21,234.82,32.49,289.96,52.55,-0.89,-72.44,-78.28,0.987,19.116,11.598,0.614
1068,-1.14,-43.59,-30.37,-56.67,-224.9,242.96,71.37,403.68,-170.9,-28.82,-193.9,36.95,0.542,16.167,12.782,0.705
1069,-1.26,-43.51,-27.7,-58.41,-242.55,253.25,26.58,263.18,87.45,6.84,-26.15,-92.0,1.681,19.685,8.211,0.559
1070,-0.81,-39.38,-27.65,-58.73,-219.33,225.85,29.01,251.94,54.68,6.5,-29.16,-83.41,1.51,18.092,5.046,0.737
1071,-0.81,-41.87,-30.37,-40.43,-212.74,189.61,40.6,353.86,-112.28,-13.42,-158.37,9.73,0.643,9.198,6.903,1.338
1072,-1.1,-41.04,-27.91,-53.86,-226.96,220.18,54.04,370.1,-74.2,-17.14,-159.28,-12.49,0.689,11.069,8.681,0.887
1073,-0.7,-41.59,-27.41,-61.16,-226.78,222.63,33.87,298.33,32.65,-1.31,-82.4,-69.43,1.08,13.964,7.822,0.809
1074,-0.7,-42.37,-29.45,-59.76,-226.2,253.13,74.9,408.26,-179.51,-29.95,-195.98,41.59,0.571,14.672,14.528,0.619
1075,-0.94,-40.63,-29.07,-57.61,-224.44,229.53,27.44,266.4,54.22,3.42,-52.57,-78.67,1.088,13.031,10.151,0.832
1076,-1.17,-41.85,-28.52,-60.01,-236.57,255.05,42.53,321.93,15.68,-5.57,-98.7,-68.04,1.177,11.499,11.876,0.617
1077,-1.4,-40.66,-27.27,-54.47,-214.18,205.28,37.61,313.91,-8.21,-7.09,-113.46,-45.79,0.717,10.497,9.975,1.098
1078,-0.55,-39.68,-26.44,-57.86,-218.45,223.06,37.95,317.16,-7.15,-4.82,-106.82,-50.54,0.898,17.248,7.005,0.944
1079,-1.69,-43.97,-29.87,-58.37,-240.61,257.62,38.18,305.35,44.59,-1.08,-75.02,-83.39,1.382,16.183,11.031,0.555
1080,-1.05,-41.2,-29.44,-56.42,-232.47,245.34,71.49,408.53,-162.32,-27.98,-192.63,31.08,0.652,20.075,8.046,0.603
1081,-0.98,-41.36,-28.41,-53.97,-228.44,242.06,60.94,388.63,-112.58,-21.35,-173.29,2.31,0.748,19.281,8.03,0.613
1082,-1.44,-37.06,-27.9,-56.23,-193.38,193.94,50.33,297.67,-54.0,-12.5,-114.52,-23.72,0.667,7.892,5.997,1.12
1083,-0.69,-39.71,-27.19,-55.05,-217.2,200.13,43.2,341.88,-38.2,-11.05,-139.99,-26.76,0.566,10.921,12.225,1.207
1084,-1.2,-38.85,-29.33,-59.73,-216.32,238.85,68.97,368.14,-113.28,-24.3,-162.86,2.48,0.647,16.087,10.8,0.577
1085,-0.91,-43.39,-27.3,-61.61,-225.66,242.09,53.15,349.28,-38.37,-12.77,-129.42,-42.73,1.131,18.724,6.335,0.648
1086,-0.71,-43.82,-27.65,-62.44,-239.15,249.21,76.31,417.24,-161.53,-29.77,-197.12,31.65,0.795,7.502,9.248,0.503
1087,-1.18,-41.49,-27.33,-60.76,-234.52,248.97,29.13,272.15,65.16,2.5,-49.75,-82.86,1.209,11.886,12.248,0.717
1088,-0.46,-44.39,-26.38,-58.11,-227.03,233.72,53.58,365.6,-59.21,-14.97,-148.66,-28.71,1.045,16.433,5.657,0.62
1089,-1.31,-41.93,-25.73,-61.39,-229.49,231.08,86.74,418.99,-205.19,-36.72,-206.74,60.42,0.535,11.783,5.207,0.604
1090,-0.99,-41.99,-26.58,-59.95,-220.98,220.68,49.49,338.41,-31.38,-11.47,-126.33,-40.3,0.99,16.978,5.21,0.826
1091,-0.85,-42.72,-27.96,-59.18,-229.39,239.77,74.28,398.62,-165.48,-28.96,-188.3,32.82,0.765,7.595,7.194,0.538
1092,-0.52,-39.07,-28.19,-60.83,-226.45,231.92,35.95,301.88,23.4,-2.84,-89.13,-64.92,0.935,13.73,10.939,0.86
1093,-0.99,-42.81,-28.72,-55.96,-222.1,217.26,43.0,330.86,-15.81,-8.69,-120.6,-45.64,0.855,11.61,8.652,0.888
1094,-0.33,-37.6,-29.67,-58.58,-227.1,203.57,17.3,243.02,77.1,6.33,-40.77,-77.43,0.852,9.701,14.853,1.059
1095,-0.89,-41.19,-25.83,-55.3,-223.01,213.55,63.09,381.35,-116.78,-23.68,-176.03,12.55,0.621,8.619,5.956,0.842
1096,-0.69,-39.82,-28.22,-52.67,-202.74,195.82,39.57,313.17,-30.35,-8.36,-124.14,-32.01,0.546,8.198,13.914,1.332
1097,-1.28,-42.18,-25.38,-55.9,-226.02,242.43,65.44,405.34,-144.23,-24.76,-191.63,25.7,0.524,15.157,11.228,0.817
1098,-1.01,-40.77,-27.74,-57.18,-224.78,230.94,61.31,388.28,-110.83,-22.1,-177.06,7.93,0.535,16.574,11.451,0.93
1099,-1.46,-44.26,-28.64,-56.11,-229.45,256.25,62.68,392.74,-111.79,-21.17,-173.72,-0.78,0.821,17.83,10.815,0.616
1100,-0.95,-40.79,-29.38,-57.35,-231.63,240.68,50.27,362.85,-44.53,-14.04,-144.68,-32.15,0.81,16.518,11.685,0.764
1101,-0.64,-40.57,-25.89,-61.84,-227.39,252.78,47.48,326.28,-5.59,-7.32,-99.82,-63.41,1.46,17.115,5.833,0.564
1102,-0.91,-40.18,-27.95,-58.67,-211.06,218.83,45.34,305.47,-11.28,-6.09,-97.98,-52.71,1.045,15.461,5.28,0.85
1103,-0.71,-41.16,-28.1,-56.71,-225.18,223.01,22.89,246.73,73.82,7.15,-26.16,-84.11,1.325,17.617,6.791,0.767
1104,-0.16,-37.62,-25.19,-59.67,-200.34,204.06,40.46,315.41,-42.48,-7.79,-122.32,-27.92,0.605,15.811,8.082,1.287
1105,-0.65,-41.5,-26.21,-60.0,-230.63,257.85,25.11,251.43,75.54,9.25,-16.2,-90.65,1.69,19.799,7.317,0.582
1106,-0.83,-43.46,-26.97,-56.6,-217.78,187.66,55.69,371.3,-90.83,-18.75,-169.39,2.91,0.521,15.771,5.574,1.257
1107,-1.29,-38.54,-25.3,-55.81,-216.49,233.78,42.18,323.55,-17.8,-8.46,-117.13,-43.6,0.749,10.934,11.92,0.941
1108,-1.17,-41.45,-28.12,-61.53,-240.33,253.77,37.5,308.57,42.57,-0.76,-79.6,-78.97,1.299,16.487,10.37,0.598
