index,Xt,Yt,Zt,Vxt,Vyt,Vzt,X0,Y0,Z0,Vx0,Vy0,Vz0,M_mw(1e12 M_sun),M_lmc(1e10 M_sun),concentration(c),flattening(q)
482,-0.6,-41.2,-27.87,-47.32,-210.66,200.99,28.36,299.16,1.19,-2.28,-100.74,-50.55,0.752,9.244,9.571,1.117
483,-0.8,-42.87,-28.49,-52.52,-231.67,246.6,54.25,384.32,-87.84,-17.41,-166.91,-11.02,0.792,11.747,13.019,0.567
484,-0.58,-40.27,-27.97,-58.36,-237.54,238.39,45.19,343.33,-6.1,-8.33,-119.57,-54.64,1.103,16.907,7.973,0.661
485,-0.78,-41.87,-29.42,-57.0,-233.44,227.25,59.9,394.08,-102.36,-20.61,-177.97,2.76,0.621,14.225,10.405,0.826
486,-1.0,-40.02,-27.97,-55.01,-230.26,220.2,56.25,378.47,-70.62,-17.75,-164.82,-14.4,0.641,14.988,9.438,0.677
487,-0.58,-39.98,-28.55,-56.98,-215.36,205.04,30.82,294.08,17.26,-1.47,-94.88,-57.41,0.732,8.541,12.878,1.086
488,-1.62,-40.45,-28.41,-54.2,-223.29,215.12,65.58,385.74,-129.55,-24.77,-180.47,20.07,0.536,7.787,8.517,0.881
489,-1.72,-42.49,-29.08,-58.02,-224.16,234.65,74.14,400.5,-169.35,-28.95,-190.93,36.89,0.598,17.015,6.393,0.698
490,-1.03,-39.76,-27.71,-56.53,-221.75,256.31,38.33,293.02,15.85,-2.24,-74.31,-71.23,1.229,12.71,9.531,0.624
491,-1.41,-38.42,-27.67,-54.72,-221.02,227.56,20.49,239.93,75.58,6.65,-32.96,-80.17,0.915,13.444,14.45,0.99
492,-1.38,-41.4,-25.4,-58.13,-225.56,242.99,35.4,306.7,33.94,-2.2,-90.7,-69.48,0.941,14.798,12.752,0.706
493,-1.27,-42.3,-25.17,-61.42,-229.28,270.16,21.79,234.6,84.47,11.49,-1.96,-89.35,1.556,15.397,10.276,0.616
494,-0.07,-41.97,-29.95,-60.8,-232.76,237.17,80.19,413.15,-187.7,-33.71,-200.66,47.39,0.637,13.228,7.063,0.569
495,-0.61,-39.81,-29.49,-52.84,-213.1,186.92,55.54,351.81,-93.4,-18.6,-157.91,1.43,0.547,8.941,5.846,1.147
496,0.09,-41.6,-29.48,-59.63,-242.15,248.25,23.6,276.67,81.33,6.17,-50.14,-89.35,1.193,19.021,14.78,0.644
497,-0.24,-42.7,-27.81,-60.56,-233.17,238.81,77.42,421.65,-190.66,-32.63,-206.97,53.22,0.503,7.47,13.75,0.658
498,-1.24,-39.35,-25.25,-64.52,-228.39,241.03,52.29,331.24,-3.76,-11.55,-112.44,-55.32,1.057,12.942,8.313,0.534
499,-1.57,-43.58,-27.63,-57.27,-233.6,250.86,26.98,253.77,78.69,8.28,-20.91,-90.58,1.682,14.582,7.797,0.547
500,-0.99,-40.33,-28.54,-62.02,-217.2,216.72,55.38,347.09,-50.93,-15.7,-142.22,-25.61,0.652,13.552,10.262,0.994
501,-1.07,-41.54,-28.66,-54.62,-227.27,217.8,41.08,337.03,-8.24,-8.43,-125.74,-46.19,0.736,13.456,12.249,0.972
502,-1.2,-41.79,-28.62,-58.74,-221.51,272.2,39.37,291.63,21.07,-0.96,-66.31,-80.81,1.439,13.858,10.1,0.512
503,-0.67,-39.73,-27.37,-57.76,-217.02,210.59,39.36,317.31,-16.95,-5.72,-111.7,-43.94,0.878,14.818,6.273,0.984
504,-0.69,-40.13,-27.67,-55.56,-238.54,247.98,25.87,277.49,73.56,3.2,-53.28,-86.33,1.156,18.563,13.092,0.625
505,-0.92,-40.8,-27.18,-55.07,-219.07,221.05,35.78,327.1,-0.09,-5.79,-118.68,-50.05,0.684,18.882,13.227,1.139
506,-1.56,-40.89,-27.05,-61.04,-222.56,261.99,75.02,397.86,-171.08,-29.39,-186.66,36.05,0.642,9.644,14.84,0.602
507,-0.8,-42.33,-29.59,-61.2,-231.91,234.35,83.65,416.39,-200.29,-35.29,-204.78,56.15,0.576,9.678,7.968,0.571
508,-0.78,-40.52,-25.68,-61.33,-213.98,228.19,35.93,288.75,17.83,-0.24,-74.57,-67.48,1.178,19.271,5.478,0.827
509,-1.37,-41.05,-28.68,-52.74,-230.37,226.94,29.97,257.24,61.7,4.94,-34.39,-84.74,1.556,10.827,6.126,0.581
510,-0.9,-39.92,-26.66,-59.91,-222.56,217.16,38.42,329.9,-1.0,-7.07,-120.19,-47.68,0.694,17.391,12.094,1.101
511,-1.25,-41.19,-26.92,-62.18,-226.85,259.82,47.45,310.71,0.73,-5.8,-92.97,-63.93,1.239,7.263,10.658,0.555
512,-1.06,-41.93,-26.94,-60.69,-227.24,227.37,59.22,370.35,-74.83,-19.11,-158.62,-14.66,0.779,10.551,8.008,0.747
513,-1.26,-37.65,-28.04,-57.49,-196.65,221.09,28.18,249.83,29.97,3.57,-51.91,-68.04,0.816,13.977,11.223,1.098
514,-0.72,-43.75,-26.83,-59.83,-230.69,242.74,57.69,360.16,-65.01,-16.1,-142.65,-30.44,1.261,7.885,5.784,0.528
515,-0.93,-43.73,-27.28,-63.12,-220.97,231.5,81.37,401.67,-190.3,-33.93,-196.9,51.06,0.534,9.517,7.932,0.656
516,-0.77,-40.92,-28.51,-57.55,-228.82,223.79,55.2,358.54,-64.23,-16.14,-147.07,-21.88,0.881,9.154,7.173,0.726
517,-0.55,-39.94,-28.36,-57.98,-224.67,209.45,54.24,369.9,-76.79,-17.02,-159.77,-8.8,0.584,20.623,7.275,1.094
518,-0.82,-40.85,-27.27,-59.33,-228.46,237.78,68.76,397.02,-130.85,-26.06,-183.19,16.91,0.628,13.466,9.487,0.733
519,0.05,-42.51,-25.57,-43.38,-200.89,195.95,28.27,308.98,-30.89,-3.71,-113.88,-35.36,0.792,11.122,5.344,1.158
520,-1.05,-40.37,-27.55,-54.61,-227.21,224.58,55.61,379.92,-88.14,-18.29,-166.87,-4.13,0.617,17.203,8.31,0.93
521,-0.76,-43.55,-30.26,-60.89,-268.15,275.14,21.28,259.82,105.31,9.07,-12.59,-95.56,1.826,15.086,13.088,0.532
522,-1.59,-40.67,-27.24,-58.69,-221.69,239.68,47.13,335.13,-24.04,-10.53,-123.63,-42.95,0.814,11.819,12.49,0.821
523,-1.03,-41.73,-25.92,-52.37,-205.0,201.61,37.47,322.58,-32.14,-8.71,-126.72,-32.38,0.601,13.558,10.185,1.234
524,-1.09,-40.04,-26.28,-56.2,-230.17,251.36,51.01,352.16,-41.48,-13.89,-137.08,-36.83,0.918,8.376,12.659,0.505
525,-0.9,-41.98,-27.34,-54.44,-205.76,209.29,36.56,314.16,-11.98,-6.17,-116.36,-44.97,0.657,12.946,11.629,1.145
526,-1.33,-43.84,-25.58,-58.31,-220.57,225.5,45.25,345.88,-17.76,-10.76,-132.4,-44.11,0.778,17.407,9.332,0.81
527,-0.73,-38.02,-25.21,-54.15,-201.34,217.62,31.8,275.1,4.31,0.51,-74.28,-57.34,0.975,14.203,5.847,0.99
528,-0.76,-41.99,-27.0,-57.74,-223.71,219.07,56.61,378.35,-88.92,-19.19,-166.99,-4.26,0.638,18.56,6.553,0.949
529,-1.14,-42.44,-28.39,-57.22,-237.31,249.41,58.68,389.26,-73.9,-18.72,-165.3,-19.31,0.86,18.692,10.934,0.536
530,-1.05,-40.81,-27.19,-56.81,-224.66,225.75,57.23,383.88,-84.57,-20.06,-171.18,-4.98,0.512,18.865,12.871,0.911
531,-1.03,-41.49,-27.47,-60.57,-228.45,248.81,47.46,319.55,-3.64,-6.67,-96.04,-65.58,1.502,12.504,5.955,0.548
532,-1.0,-42.27,-25.19,-49.55,-189.28,204.49,29.94,290.27,-7.11,-3.29,-101.24,-47.11,0.609,12.771,12.013,1.301
533,-1.26,-42.45,-27.78,-51.31,-235.42,240.4,30.54,269.06,58.52,4.79,-38.39,-86.42,1.762,13.195,5.849,0.593
534,-1.56,-39.4,-26.55,-59.98,-224.49,233.53,60.35,368.16,-66.03,-18.89,-153.88,-19.62,0.693,20.311,8.936,0.673
535,-1.38,-41.74,-25.92,-44.02,-198.94,208.18,28.38,306.89,-12.56,-4.39,-110.46,-43.63,0.624,18.571,13.469,1.455
536,-0.61,-42.86,-29.86,-55.77,-227.1,186.32,52.7,377.95,-78.55,-16.94,-171.56,-4.67,0.524,14.373,7.879,1.193
537,-0.5,-40.93,-26.98,-61.64,-226.78,228.74,39.96,328.7,2.44,-6.32,-113.21,-53.82,0.875,17.161,9.656,0.899
538,-1.33,-42.21,-27.92,-57.52,-220.85,250.56,75.77,400.99,-192.28,-30.36,-193.29,46.06,0.65,20.116,6.25,0.563
539,-1.06,-43.82,-28.72,-66.91,-250.68,257.67,28.98,283.67,90.82,5.15,-49.79,-92.38,1.368,18.265,14.555,0.588
540,-0.62,-41.22,-28.49,-59.04,-229.46,216.52,72.49,397.59,-127.17,-28.21,-186.29,16.56,0.56,17.148,6.779,0.515
541,-0.96,-42.44,-27.5,-56.42,-226.1,222.76,62.28,393.37,-118.34,-23.03,-182.95,13.28,0.518,11.698,11.311,0.923
542,-1.39,-44.65,-28.07,-53.99,-224.33,257.85,38.14,316.42,16.59,-4.54,-96.55,-70.1,1.096,11.749,14.978,0.563
543,-0.83,-38.65,-26.69,-59.28,-217.11,212.71,28.61,279.28,42.79,0.83,-73.67,-69.08,0.839,14.077,10.362,1.048
544,-1.53,-40.67,-26.13,-58.0,-213.21,220.62,31.38,271.95,34.17,0.73,-63.57,-69.57,1.039,11.124,7.709,0.877
545,-0.77,-41.66,-27.95,-57.42,-222.45,231.67,40.19,313.65,3.01,-3.37,-94.06,-64.08,1.295,20.67,5.106,0.707
546,-0.75,-39.79,-26.69,-53.44,-207.63,217.93,34.8,295.77,-5.19,-3.78,-92.71,-52.23,0.891,13.159,7.183,0.957
547,-0.73,-39.59,-27.19,-58.0,-219.31,236.72,30.07,287.41,38.41,0.02,-73.72,-72.15,0.931,20.96,11.023,0.913
548,-1.13,-43.6,-30.13,-59.12,-239.48,247.82,71.8,410.99,-140.7,-27.59,-192.05,19.39,0.746,7.312,14.906,0.505
549,-0.7,-41.73,-28.22,-61.61,-224.01,209.98,49.17,329.7,-24.51,-11.59,-122.0,-42.25,0.968,8.385,6.197,0.813
550,-1.0,-39.09,-28.42,-56.06,-226.5,217.06,20.74,242.3,79.41,6.85,-30.13,-81.78,1.058,16.394,9.503,0.947
551,-0.77,-41.88,-27.08,-62.32,-223.35,224.77,46.23,326.09,-8.71,-7.44,-109.13,-53.86,1.134,18.492,5.337,0.76
552,-1.34,-41.72,-27.51,-58.32,-222.09,217.62,29.27,267.04,55.29,3.06,-53.49,-77.21,1.134,12.292,7.738,0.818
553,-1.6,-42.15,-28.72,-58.48,-225.4,269.49,39.39,295.27,26.5,-0.8,-71.31,-79.09,1.303,14.825,12.206,0.542
554,-0.42,-41.16,-28.29,-47.74,-210.38,199.12,34.27,331.66,-38.67,-8.32,-131.71,-30.01,0.63,18.445,8.382,1.213
555,-0.8,-42.22,-26.09,-59.49,-225.61,216.7,44.46,360.23,-32.29,-11.33,-148.2,-31.33,0.624,16.869,12.316,1.123
556,-1.15,-41.62,-29.26,-58.52,-231.58,242.4,45.86,317.17,3.04,-6.21,-95.1,-66.49,1.411,11.759,6.715,0.578
557,-0.98,-42.53,-27.21,-54.33,-219.51,217.05,64.44,383.18,-132.32,-24.13,-178.12,19.22,0.62,13.84,5.206,0.817
558,-0.87,-43.72,-28.56,-64.85,-254.39,257.13,24.21,253.11,98.22,9.14,-13.31,-91.92,1.787,13.638,9.569,0.558
559,-0.92,-41.31,-27.88,-59.05,-229.19,237.05,70.3,400.63,-139.11,-26.63,-186.04,20.39,0.649,14.095,8.426,0.658
560,-1.81,-42.52,-27.01,-52.74,-223.76,220.39,59.85,390.26,-108.16,-20.99,-178.52,7.91,0.544,16.207,8.669,0.961
561,-1.09,-42.03,-27.63,-55.7,-226.14,247.63,29.48,275.84,55.47,2.44,-56.01,-82.15,1.162,12.366,12.24,0.608
562,-0.95,-43.75,-26.79,-58.57,-216.6,251.34,73.09,400.56,-183.5,-29.07,-192.67,42.7,0.535,19.807,9.9,0.698
563,-1.42,-41.2,-28.55,-60.0,-230.79,256.44,48.23,345.93,-17.32,-10.34,-124.53,-49.73,0.938,18.293,13.503,0.701
564,-1.51,-41.94,-27.84,-55.85,-238.93,245.76,29.6,274.4,67.61,4.67,-43.0,-87.29,1.545,17.741,7.565,0.61
565,-0.92,-39.75,-29.25,-70.68,-210.93,203.38,56.93,339.65,-69.0,-16.09,-139.86,-14.26,0.656,13.066,10.967,1.353
566,-1.16,-41.79,-27.03,-56.08,-225.5,228.2,55.72,375.03,-80.56,-18.37,-164.21,-9.58,0.666,10.129,10.604,0.835
567,-0.5,-43.57,-27.63,-60.94,-226.72,222.4,68.5,396.39,-130.93,-25.92,-186.17,18.67,0.582,11.05,8.29,0.803
568,-0.95,-43.14,-27.38,-68.24,-237.63,251.94,23.11,244.56,88.56,9.96,-18.94,-88.01,1.4,10.114,12.269,0.614
569,-0.69,-40.51,-27.22,-67.69,-224.94,247.82,65.49,358.28,-65.14,-18.35,-140.38,-30.47,1.132,18.487,5.747,0.555
570,-0.42,-41.83,-29.67,-62.64,-242.89,249.03,52.94,360.81,-21.15,-13.22,-131.23,-51.49,1.227,17.649,8.305,0.506
571,-0.76,-38.56,-30.33,-58.85,-220.9,188.87,41.82,328.05,-8.84,-9.45,-125.16,-42.91,0.613,20.361,9.42,1.184
572,-0.88,-39.96,-26.45,-60.26,-226.36,243.01,55.84,372.93,-74.07,-17.41,-157.99,-14.64,0.694,14.039,12.138,0.811
573,-0.84,-40.97,-27.95,-58.96,-220.31,224.04,42.07,308.24,2.66,-4.69,-96.15,-59.44,1.094,14.246,6.398,0.79
574,-0.57,-42.82,-29.21,-56.16,-229.4,257.16,57.12,382.28,-93.64,-18.23,-165.14,-11.59,0.843,14.711,13.775,0.518
575,-0.72,-40.76,-28.89,-59.79,-224.55,229.57,33.45,308.87,30.04,-2.73,-95.24,-66.9,0.817,20.104,13.747,0.914
576,-1.25,-41.61,-27.26,-63.1,-237.78,252.69,46.34,312.73,25.93,-3.17,-76.54,-79.46,1.78,20.11,5.3,0.543
577,-0.01,-39.73,-28.78,-52.65,-213.54,188.82,50.07,347.7,-80.1,-15.73,-152.6,-5.26,0.562,7.869,6.837,1.146
578,-0.69,-39.78,-27.69,-56.59,-223.35,215.24,27.55,276.86,45.43,2.51,-66.19,-72.33,1.007,15.298,7.912,0.937
579,-0.87,-42.85,-27.38,-58.48,-225.31,195.89,48.08,365.58,-50.55,-14.14,-156.33,-21.11,0.597,17.255,8.616,1.183
580,-0.75,-41.45,-25.87,-58.79,-217.57,218.1,46.56,356.78,-55.73,-12.49,-147.79,-21.66,0.611,20.72,8.993,1.121
581,-0.63,-43.33,-28.39,-57.8,-225.11,220.72,59.58,383.61,-102.98,-20.45,-171.14,1.1,0.704,20.333,5.437,0.825
582,-1.24,-41.22,-27.58,-56.57,-228.59,226.75,29.41,277.97,53.11,1.8,-60.23,-76.75,1.155,14.452,8.355,0.803
583,-0.74,-41.24,-27.95,-56.67,-237.82,245.61,49.43,360.79,-32.13,-12.91,-138.52,-41.15,0.969,10.079,11.999,0.544
584,-0.5,-42.0,-27.46,-59.81,-228.64,234.94,54.1,377.53,-66.07,-16.96,-161.01,-17.38,0.655,15.077,13.573,0.872
585,-0.75,-40.8,-27.7,-58.8,-206.77,212.46,47.25,332.37,-46.64,-12.66,-135.15,-26.08,0.574,10.469,13.644,1.106
586,-1.16,-41.37,-25.32,-55.27,-222.51,225.64,38.52,310.22,3.09,-4.55,-98.05,-57.46,1.094,9.085,6.731,0.779
587,-1.16,-40.35,-26.54,-59.99,-229.46,243.58,25.12,238.22,75.54,9.03,-10.46,-86.25,1.595,14.46,6.944,0.662
588,-0.91,-41.28,-26.77,-55.27,-229.9,251.47,33.72,307.71,39.57,-1.96,-86.25,-76.59,1.06,20.398,12.586,0.565
589,-0.89,-40.48,-27.21,-58.83,-228.2,235.91,37.73,314.58,15.32,-4.21,-100.77,-61.21,0.916,12.323,11.614,0.846
590,-0.61,-42.18,-27.46,-63.71,-226.35,245.08,76.23,409.12,-164.85,-31.49,-196.27,36.72,0.527,12.416,13.899,0.704
591,-0.48,-40.84,-30.36,-61.02,-224.77,249.23,57.02,361.91,-65.91,-16.57,-147.04,-25.19,0.816,16.437,13.85,0.626
592,-1.16,-39.65,-28.39,-54.93,-219.41,217.74,48.36,356.63,-50.17,-14.26,-148.96,-24.23,0.548,20.51,13.107,1.165
593,-1.01,-40.78,-28.41,-59.84,-220.4,227.42,27.02,280.71,51.22,2.01,-67.97,-75.54,0.887,20.867,12.496,0.977
594,-1.16,-42.21,-26.4,-57.3,-224.24,245.78,29.0,267.63,51.52,3.74,-49.07,-80.11,1.244,9.565,10.037,0.729
595,-1.57,-42.61,-25.77,-58.98,-232.8,255.57,38.48,323.7,25.32,-3.84,-100.23,-67.21,1.026,13.696,14.21,0.738
596,-0.43,-42.93,-27.66,-51.36,-202.79,198.87,29.42,308.52,-4.54,-2.48,-110.63,-48.92,0.688,17.857,9.461,1.232
597,-1.03,-41.59,-28.56,-59.24,-232.26,236.8,77.7,415.7,-182.37,-31.67,-199.66,44.17,0.637,17.398,5.701,0.52
598,-0.73,-40.19,-26.61,-58.39,-219.51,219.33,43.51,329.56,-24.96,-8.57,-121.76,-40.45,0.853,11.523,7.419,0.904
599,-0.99,-41.66,-28.86,-57.6,-227.35,233.74,65.93,383.97,-116.65,-22.94,-170.97,4.33,0.844,13.798,6.034,0.628
600,-1.39,-41.46,-29.18,-57.92,-229.28,238.54,36.04,294.14,36.1,0.34,-72.34,-76.1,1.283,16.015,7.867,0.658
601,-1.22,-41.55,-26.67,-54.03,-203.07,197.27,47.47,336.71,-71.3,-13.35,-141.56,-13.41,0.619,18.934,5.545,1.197
602,-0.94,-41.39,-26.13,-57.27,-215.05,243.27,66.99,388.85,-154.43,-24.97,-182.81,28.2,0.518,19.839,9.204,0.742
603,-1.15,-41.17,-28.8,-60.27,-228.41,208.91,63.6,376.7,-97.09,-22.34,-168.92,1.96,0.659,7.09,7.785,0.955
604,-0.48,-39.64,-27.62,-63.88,-220.52,248.49,50.79,325.12,-20.78,-8.78,-106.24,-55.77,1.232,20.674,6.163,0.638
605,-1.21,-39.24,-28.2,-62.29,-220.56,230.22,33.82,289.11,36.57,-0.04,-80.1,-69.45,0.862,14.697,13.289,0.949
606,-0.53,-40.29,-27.1,-58.71,-216.52,214.96,47.48,339.44,-46.9,-12.3,-136.42,-26.87,0.678,9.986,9.729,0.988
607,-1.31,-40.44,-27.64,-58.6,-215.1,213.32,29.57,254.17,49.49,4.17,-41.93,-76.77,1.265,13.181,5.585,0.838
608,-0.35,-42.96,-29.44,-66.96,-246.9,290.43,41.53,324.81,22.16,-2.83,-85.45,-78.34,1.55,13.712,13.84,0.502
609,-1.41,-42.18,-26.2,-63.58,-231.63,242.3,46.11,351.53,-4.34,-10.46,-130.33,-51.26,0.815,19.301,13.687,0.829
610,-1.44,-41.83,-27.78,-59.62,-237.05,250.81,29.57,269.86,68.08,4.03,-43.54,-84.97,1.326,12.069,11.162,0.681
611,-1.06,-39.5,-29.09,-58.07,-236.05,241.51,48.05,335.06,-9.89,-9.39,-112.75,-54.91,1.166,15.99,7.454,0.659
612,-0.54,-42.09,-26.46,-60.41,-228.5,243.25,59.87,387.98,-94.68,-19.91,-170.27,-3.89,0.701,14.557,10.877,0.747
613,-0.62,-40.15,-27.74,-59.05,-226.42,225.99,21.05,243.26,75.05,7.37,-26.64,-81.42,1.186,13.524,9.036,0.829
614,-1.11,-40.22,-28.05,-57.02,-222.31,236.04,26.89,257.08,62.05,3.69,-43.08,-80.37,1.074,12.21,11.396,0.756
615,-1.18,-41.6,-28.29,-56.32,-223.17,221.22,27.7,276.34,54.26,2.48,-63.14,-76.11,1.026,15.288,9.526,0.882
616,-1.28,-39.97,-27.71,-56.48,-241.37,256.81,27.14,254.41,75.9,6.76,-21.73,-89.42,1.59,15.036,8.793,0.572
617,-1.64,-40.72,-27.65,-53.12,-246.31,252.78,25.16,268.09,94.03,4.33,-41.06,-91.46,1.222,19.991,14.721,0.525
618,-0.8,-40.66,-27.52,-59.34,-228.27,233.33,42.75,332.01,-0.18,-7.05,-114.63,-55.2,0.906,19.435,9.341,0.79
619,-1.44,-42.04,-25.67,-53.27,-205.99,211.75,35.49,305.34,-6.68,-6.24,-108.6,-46.81,0.698,7.009,12.541,1.053
620,-0.73,-40.59,-29.84,-62.93,-251.55,260.87,31.16,279.82,67.74,3.34,-45.63,-87.36,1.477,12.364,12.058,0.602
621,-0.96,-41.42,-26.29,-47.59,-202.33,205.49,39.42,334.27,-59.24,-11.11,-137.5,-19.32,0.578,18.184,7.944,1.304
622,-0.81,-42.52,-25.41,-46.16,-206.47,192.67,33.85,335.58,-39.62,-8.4,-140.31,-26.03,0.509,13.944,12.771,1.409
623,-1.32,-39.25,-27.49,-53.98,-214.79,220.17,19.35,247.91,72.98,5.68,-41.92,-80.67,0.843,20.304,13.49,1.094
624,-0.68,-41.24,-28.7,-57.02,-225.05,217.88,57.88,366.53,-83.27,-19.63,-159.57,-9.39,0.725,8.809,7.781,0.786
625,-1.26,-40.97,-25.55,-60.88,-201.69,191.28,55.13,336.7,-72.22,-16.8,-145.41,-9.44,0.539,10.193,7.526,1.231
626,-0.58,-38.34,-27.24,-50.89,-210.3,210.79,34.53,322.67,-19.38,-7.23,-122.8,-39.15,0.561,18.697,13.726,1.291
627,-1.42,-42.98,-27.08,-56.82,-226.86,254.71,28.31,277.81,62.82,3.26,-53.05,-85.29,1.215,18.588,11.844,0.666
628,-1.07,-37.2,-27.62,-59.68,-215.79,198.25,56.97,349.96,-74.95,-18.82,-150.73,-7.95,0.54,13.495,8.454,1.252
629,-1.06,-41.54,-27.6,-57.38,-231.25,230.42,46.79,325.27,-5.55,-8.48,-107.92,-57.24,1.228,9.979,6.465,0.59
630,-1.36,-38.74,-28.59,-54.67,-226.84,222.51,23.8,243.36,65.81,5.15,-35.42,-77.33,1.025,7.355,11.808,0.881
631,-0.8,-41.76,-28.14,-56.23,-227.8,222.41,49.87,353.38,-46.92,-12.44,-138.73,-31.89,0.948,17.021,5.521,0.786
632,-0.91,-40.97,-30.06,-54.31,-233.76,246.75,32.67,282.94,48.24,1.3,-60.38,-82.3,1.278,10.427,11.494,0.54
633,-0.94,-41.17,-28.82,-62.58,-239.41,249.37,36.62,306.24,37.5,-2.59,-84.66,-72.66,1.081,10.074,14.967,0.71
634,-0.57,-38.04,-28.84,-51.92,-213.03,202.71,36.39,319.68,-18.22,-6.97,-120.93,-39.48,0.594,16.302,12.082,1.258
635,-0.81,-40.11,-27.61,-60.48,-228.04,229.84,80.39,411.54,-195.98,-33.61,-200.59,54.51,0.505,15.484,5.442,0.7
636,-1.57,-42.01,-27.22,-58.4,-228.6,239.33,81.75,413.34,-213.47,-34.56,-205.97,63.84,0.55,7.084,8.424,0.522
637,-1.27,-40.19,-26.07,-58.4,-227.07,235.14,50.19,352.98,-37.98,-13.66,-141.44,-32.83,0.751,9.792,12.24,0.769
638,-0.75,-40.61,-28.69,-58.89,-219.57,211.19,46.13,333.45,-31.15,-9.32,-123.85,-37.75,0.875,18.566,5.716,0.951
639,-1.04,-42.96,-28.91,-63.36,-231.59,254.16,59.87,365.48,-54.45,-16.46,-142.46,-35.63,1.09,20.317,8.125,0.59
640,-1.03,-40.33,-28.36,-57.32,-224.37,229.83,56.89,343.65,-57.33,-15.07,-132.81,-32.81,1.18,8.487,5.261,0.603
641,-1.05,-40.82,-27.55,-62.62,-232.35,249.79,39.93,293.43,44.9,0.94,-63.44,-84.07,1.563,20.225,6.541,0.525
642,-1.09,-40.52,-27.58,-61.36,-205.41,196.96,50.74,323.45,-51.65,-13.56,-129.93,-23.64,0.688,10.136,6.539,1.071
643,-1.49,-42.99,-26.19,-56.14,-223.87,224.55,60.72,389.59,-105.02,-21.89,-178.68,5.96,0.545,11.143,11.442,0.923
644,-1.25,-41.86,-27.2,-56.74,-224.88,229.23,33.51,287.15,38.13,0.77,-65.55,-76.59,1.369,19.584,5.569,0.732
645,-0.87,-40.43,-27.19,-54.9,-220.23,216.29,46.55,356.78,-55.5,-13.38,-149.25,-21.12,0.612,16.011,10.194,1.071
646,-0.91,-41.46,-26.92,-58.94,-224.29,253.39,17.3,236.53,89.28,10.27,-15.04,-88.11,1.145,20.163,14.267,0.819
647,-1.29,-41.96,-27.74,-53.01,-221.79,206.87,44.9,343.72,-34.14,-12.28,-139.89,-31.05,0.671,7.801,10.72,0.995
648,-1.03,-44.16,-29.44,-59.08,-230.91,270.93,51.33,353.2,-37.37,-12.63,-129.96,-46.32,1.143,12.608,13.934,0.539
649,-0.64,-42.18,-26.13,-51.09,-209.88,189.01,43.07,346.42,-60.52,-13.11,-151.26,-13.69,0.522,11.599,8.349,1.298
650,-0.51,-40.13,-28.5,-58.53,-240.92,241.93,27.47,272.46,69.9,4.71,-47.32,-85.7,1.288,15.594,10.264,0.62
651,-0.42,-37.73,-28.27,-58.96,-206.67,216.75,22.56,251.49,49.03,5.42,-51.35,-73.71,0.782,14.619,13.692,1.139
652,-0.33,-43.5,-29.72,-57.85,-236.37,240.08,26.29,269.78,65.93,5.1,-46.26,-86.98,1.38,9.439,10.36,0.571
653,-0.66,-40.88,-27.44,-55.03,-219.4,225.35,31.85,295.39,20.27,-2.07,-88.71,-62.26,0.899,8.904,11.178,0.905
654,-1.1,-39.69,-27.26,-53.91,-212.84,217.01,49.12,343.4,-62.67,-13.84,-139.2,-20.67,0.721,17.206,6.262,0.987
655,-0.07,-41.76,-30.76,-57.23,-254.01,276.15,21.25,256.59,87.48,9.7,-15.91,-94.18,1.635,14.08,14.292,0.513
656,-0.69,-39.8,-28.04,-60.18,-236.05,239.11,34.95,284.86,38.81,0.79,-63.8,-75.03,1.318,8.437,8.542,0.678
657,-0.81,-39.76,-26.37,-58.26,-213.18,225.8,28.23,286.2,34.75,0.77,-79.37,-67.36,0.806,17.295,12.118,1.051
658,-1.08,-41.93,-26.65,-58.33,-230.24,228.69,32.11,317.03,42.11,-2.39,-98.68,-70.07,0.855,20.873,12.785,0.877
659,-1.35,-39.55,-25.8,-55.96,-200.08,194.92,29.57,270.93,20.83,-0.98,-78.63,-56.84,0.722,10.417,9.99,1.186
660,-1.17,-41.67,-27.49,-59.88,-234.18,242.69,75.73,419.31,-166.77,-30.64,-200.83,38.3,0.562,12.921,11.136,0.656
661,-0.61,-37.09,-25.23,-53.13,-193.24,204.16,32.4,298.56,-19.69,-4.51,-108.14,-38.37,0.517,19.093,13.382,1.481
662,-1.55,-44.26,-28.82,-60.06,-231.87,261.71,22.58,227.04,96.64,12.84,12.12,-94.83,1.892,17.675,8.152,0.511
663,-1.01,-41.14,-26.81,-61.17,-219.09,264.75,48.74,340.48,-33.57,-10.46,-123.01,-45.39,0.933,18.665,12.9,0.676
664,-0.92,-40.89,-26.43,-61.22,-218.86,237.42,61.43,386.12,-110.65,-22.07,-174.95,6.1,0.525,20.119,12.508,0.95
665,-0.04,-37.43,-27.98,-61.84,-217.29,224.91,34.12,299.13,12.14,-3.72,-94.35,-57.4,0.737,12.266,14.321,1.039
666,-0.92,-38.7,-27.87,-57.68,-224.78,227.84,50.69,344.65,-31.43,-13.53,-134.63,-36.78,0.733,12.284,11.819,0.646
667,-0.64,-42.01,-26.61,-62.21,-226.45,216.76,63.84,371.88,-88.01,-20.94,-161.76,-7.78,0.844,8.548,5.469,0.708
668,-0.94,-37.43,-29.62,-57.25,-203.71,201.76,34.06,261.96,11.02,0.88,-66.76,-59.49,0.911,7.951,7.123,1.012
