index,Xt,Yt,Zt,Vxt,Vyt,Vzt,X0,Y0,Z0,Vx0,Vy0,Vz0,M_mw(1e12 M_sun),M_lmc(1e10 M_sun),concentration(c),flattening(q)
289,-1.24,-41.86,-27.47,-57.43,-224.37,218.17,30.05,280.85,51.64,1.54,-63.42,-78.35,1.178,19.271,5.478,0.827
290,-1.04,-40.89,-26.98,-61.05,-223.67,219.78,39.56,334.54,-0.87,-7.37,-123.53,-48.81,0.694,17.391,12.094,1.101
291,-1.04,-39.58,-29.42,-58.33,-231.55,228.53,40.37,287.77,34.97,-2.23,-70.29,-75.0,1.261,7.885,5.784,0.528
292,-0.93,-41.26,-26.26,-57.15,-230.33,232.83,71.36,411.24,-161.37,-29.68,-197.33,36.78,0.534,9.517,7.932,0.656
293,-0.94,-42.16,-27.4,-58.82,-227.09,224.02,49.64,345.36,-29.29,-12.33,-133.65,-38.72,0.881,9.154,7.173,0.726
294,-0.99,-42.89,-27.94,-53.44,-227.49,201.02,47.12,361.01,-57.63,-13.37,-150.67,-19.5,0.792,11.122,5.344,1.158
295,-1.14,-40.55,-27.98,-56.85,-226.21,228.3,57.78,381.39,-90.45,-19.87,-168.12,-4.34,0.617,17.203,8.31,0.93
296,-1.3,-41.21,-27.51,-54.48,-225.24,237.11,39.71,330.39,-3.48,-7.43,-116.96,-52.16,0.814,11.819,12.49,0.821
297,-1.07,-41.75,-27.97,-55.57,-233.91,251.68,44.86,347.03,-19.58,-10.06,-128.94,-47.92,0.918,8.376,12.659,0.505
298,-1.14,-42.66,-26.68,-54.11,-206.18,202.45,34.9,304.92,-3.4,-5.21,-107.92,-48.45,0.718,10.139,8.687,1.159
299,-0.82,-39.93,-28.16,-58.18,-225.08,209.55,42.35,339.28,-13.26,-9.26,-131.89,-40.96,0.657,12.946,11.629,1.145
300,-1.11,-41.56,-26.96,-59.16,-221.93,221.4,40.75,324.94,12.06,-6.61,-113.3,-58.49,0.778,17.407,9.332,0.81
301,-1.06,-41.76,-29.67,-54.57,-225.69,208.93,39.78,322.94,-7.14,-5.82,-111.3,-50.71,0.975,14.203,5.847,0.99
302,-0.72,-41.46,-28.46,-61.19,-223.1,242.32,45.47,330.96,-0.72,-8.14,-115.43,-57.58,0.86,18.692,10.934,0.536
303,-0.88,-41.51,-28.24,-57.95,-224.89,225.62,57.09,385.46,-85.49,-19.74,-172.39,-5.16,0.512,18.865,12.871,0.911
304,-1.03,-42.38,-25.39,-59.29,-221.41,200.94,37.79,339.18,-1.79,-7.69,-132.31,-43.61,0.609,12.771,12.013,1.301
305,-1.06,-43.1,-28.32,-54.05,-232.6,252.07,20.96,230.44,86.47,12.13,4.16,-90.8,1.762,13.195,5.849,0.593
306,-1.46,-40.26,-28.18,-56.02,-225.99,234.7,64.87,387.01,-109.54,-22.96,-173.47,2.83,0.65,20.116,6.25,0.563
307,-1.11,-43.72,-27.07,-63.74,-250.16,271.36,19.62,255.09,111.42,8.81,-20.84,-94.34,1.368,18.265,14.555,0.588
308,-0.82,-40.96,-28.51,-64.07,-243.25,243.48,23.47,258.27,96.8,6.5,-38.04,-89.13,1.096,11.749,14.978,0.563
309,-1.06,-39.82,-26.01,-56.13,-219.29,217.95,26.87,285.39,44.3,0.85,-77.4,-70.01,0.839,14.077,10.362,1.048
310,-1.03,-41.3,-27.18,-59.8,-220.91,222.0,31.19,286.05,34.19,0.71,-73.55,-69.46,1.039,11.124,7.709,0.877
311,-1.27,-42.97,-25.33,-57.17,-227.07,239.18,52.54,380.08,-56.14,-16.08,-162.77,-22.28,0.631,14.685,14.19,0.83
312,-1.37,-42.19,-27.37,-56.28,-212.79,216.33,38.16,308.72,-1.5,-4.73,-101.84,-53.73,0.891,13.159,7.183,0.957
313,-0.59,-41.57,-28.22,-58.29,-228.18,224.73,60.77,377.44,-95.7,-21.02,-168.02,-2.7,0.7,7.446,7.881,0.784
314,-1.42,-42.29,-27.78,-57.98,-226.52,218.94,47.15,335.96,-26.27,-10.76,-124.92,-42.1,0.968,8.385,6.197,0.813
315,-1.05,-41.98,-28.17,-55.52,-227.05,219.32,19.14,253.21,82.66,6.98,-38.97,-84.78,1.058,16.394,9.503,0.947
316,-1.02,-41.25,-28.45,-56.84,-228.99,222.39,27.29,271.39,58.6,3.56,-54.76,-78.6,1.134,12.292,7.738,0.818
317,-0.56,-39.66,-27.53,-53.97,-219.02,203.66,38.45,338.82,-28.34,-9.32,-133.02,-33.09,0.63,18.445,8.382,1.213
318,-1.01,-41.29,-27.21,-57.83,-224.18,219.77,45.04,355.6,-32.84,-11.82,-144.0,-32.38,0.624,16.869,12.316,1.123
319,-1.14,-42.75,-28.16,-55.98,-233.46,244.29,30.28,277.96,58.28,3.04,-52.27,-85.21,1.411,11.759,6.715,0.578
320,-1.33,-41.27,-28.18,-55.06,-225.75,215.42,64.26,387.42,-116.8,-23.68,-177.7,11.33,0.62,13.84,5.206,0.817
321,-1.92,-43.59,-26.46,-53.24,-223.31,221.95,59.99,389.5,-102.67,-21.03,-177.71,4.17,0.544,16.207,8.669,0.961
322,-0.98,-42.48,-27.17,-58.26,-238.87,248.54,23.28,268.74,84.19,5.78,-45.64,-87.74,1.162,12.366,12.24,0.608
323,-1.11,-42.38,-29.48,-54.49,-231.18,250.32,69.5,419.07,-181.23,-28.35,-200.74,41.75,0.535,19.807,9.9,0.698
324,-1.27,-42.08,-28.01,-58.71,-227.59,259.51,41.65,334.36,2.89,-6.43,-112.53,-59.75,0.938,18.293,13.503,0.701
325,-0.94,-44.86,-28.6,-54.61,-241.51,236.51,12.48,218.5,119.34,13.35,9.57,-90.48,1.545,17.741,7.565,0.61
326,-1.04,-42.15,-28.6,-59.85,-221.64,209.35,46.31,353.87,-50.12,-12.98,-145.13,-23.01,0.656,13.066,10.967,1.353
327,-1.1,-42.26,-26.01,-60.21,-222.26,223.54,64.02,382.3,-102.34,-23.27,-174.05,3.4,0.582,11.05,8.29,0.803
328,-1.36,-43.71,-29.63,-60.12,-239.82,261.84,22.61,248.66,86.36,7.98,-18.72,-91.27,1.4,10.114,12.269,0.614
329,-0.62,-41.77,-27.32,-65.62,-225.06,256.54,57.46,350.71,-42.56,-13.53,-130.01,-43.17,1.132,18.487,5.747,0.555
330,-1.13,-38.46,-28.09,-59.66,-222.82,200.12,42.67,333.16,-7.81,-10.27,-126.94,-42.78,0.613,20.361,9.42,1.184
331,-1.87,-42.59,-26.39,-54.44,-222.23,236.59,40.86,318.73,2.49,-5.01,-101.09,-59.96,1.094,14.246,6.398,0.79
332,-1.04,-40.6,-29.16,-59.58,-227.45,241.08,43.28,323.69,12.21,-7.11,-108.69,-62.57,0.843,14.711,13.775,0.518
333,-2.23,-40.47,-24.93,-66.82,-201.95,223.17,49.16,307.64,-20.66,-7.8,-105.26,-45.25,0.848,18.64,6.377,1.145
334,-0.89,-41.76,-26.43,-58.84,-226.98,201.22,59.52,383.86,-99.9,-20.91,-175.74,7.74,0.562,7.869,6.837,1.146
335,-0.91,-39.27,-26.36,-58.19,-209.95,212.18,32.44,287.93,12.71,-1.25,-83.58,-57.33,0.921,15.336,6.489,1.135
336,-1.19,-41.65,-28.41,-56.19,-226.29,214.31,53.71,377.46,-85.0,-17.76,-165.57,-5.44,0.597,17.255,8.616,1.183
337,-0.9,-41.34,-28.94,-57.64,-223.26,213.32,47.63,359.4,-50.86,-13.7,-148.41,-24.59,0.611,20.72,8.993,1.121
338,-1.61,-42.0,-28.08,-54.32,-230.12,233.85,30.53,285.28,50.72,1.74,-64.64,-77.87,1.155,14.452,8.355,0.803
339,-1.02,-43.89,-27.25,-60.83,-232.29,238.82,38.63,320.36,32.79,-4.61,-101.57,-70.27,0.969,10.079,11.999,0.544
340,-1.11,-41.29,-28.55,-57.75,-224.45,220.72,45.53,343.04,-12.14,-11.39,-132.5,-44.74,0.655,15.077,13.573,0.872
341,-0.98,-41.24,-28.37,-57.11,-227.08,228.76,40.68,313.23,3.69,-5.7,-98.87,-59.81,1.094,9.085,6.731,0.779
342,-0.71,-40.65,-27.83,-62.39,-231.04,251.74,18.99,219.51,90.66,13.36,11.59,-88.63,1.595,14.46,6.944,0.662
343,-0.8,-41.34,-29.29,-62.54,-243.9,249.77,36.35,314.12,53.65,-1.42,-86.37,-80.69,1.06,20.398,12.586,0.565
344,-1.05,-41.59,-27.34,-59.4,-231.57,237.06,36.66,317.75,24.79,-4.12,-100.85,-65.08,0.916,12.323,11.614,0.846
345,-1.02,-43.6,-28.25,-63.48,-230.69,245.35,77.42,417.41,-163.46,-31.56,-200.64,35.48,0.527,12.416,13.899,0.704
346,-0.88,-42.55,-27.81,-64.63,-234.12,243.53,28.61,284.64,70.38,3.72,-64.31,-83.34,1.026,13.696,14.21,0.738
347,-1.0,-42.63,-24.92,-56.52,-227.64,229.13,62.09,395.48,-103.71,-22.22,-179.7,2.47,0.637,17.398,5.701,0.52
348,-1.18,-41.45,-27.86,-56.05,-223.58,218.76,44.76,334.58,-20.43,-9.95,-124.18,-43.35,0.853,11.523,7.419,0.904
349,-1.4,-40.86,-29.55,-56.99,-240.11,247.22,34.22,298.19,45.82,0.27,-70.85,-79.33,1.283,16.015,7.867,0.658
350,-1.12,-42.03,-28.51,-55.99,-226.25,214.43,58.67,375.57,-98.83,-20.14,-168.4,1.94,0.659,7.09,7.785,0.955
351,-1.22,-41.62,-27.88,-56.27,-226.07,227.48,29.23,298.52,47.69,-0.05,-85.7,-72.78,0.862,14.697,13.289,0.949
352,-1.15,-41.45,-27.96,-55.41,-227.33,216.3,50.36,361.05,-53.08,-15.14,-151.21,-22.88,0.678,9.986,9.729,0.988
353,-1.12,-41.06,-26.72,-60.23,-222.4,237.22,53.44,360.89,-49.6,-14.62,-148.18,-28.35,0.701,14.557,10.877,0.747
354,-1.5,-41.62,-25.52,-57.45,-223.43,208.19,48.7,369.99,-62.44,-14.06,-159.21,-13.81,0.562,18.421,8.909,1.474
355,-1.54,-42.22,-27.44,-60.19,-229.35,239.59,45.79,340.79,-0.09,-9.64,-120.83,-55.44,0.906,19.435,9.341,0.79
356,-0.77,-41.14,-28.03,-60.34,-224.8,205.45,39.82,328.86,-3.76,-8.02,-123.72,-45.46,0.698,7.009,12.541,1.053
357,-1.11,-41.37,-27.56,-56.11,-223.97,217.67,52.96,384.1,-99.31,-18.23,-174.43,4.37,0.509,13.944,12.771,1.409
358,-0.97,-41.0,-28.66,-60.41,-242.66,248.21,21.3,255.17,96.54,7.37,-28.99,-90.27,1.215,18.588,11.844,0.666
359,-0.93,-42.14,-27.25,-56.77,-219.44,203.57,53.55,368.59,-82.69,-17.68,-163.93,-5.23,0.54,13.495,8.454,1.252
360,-0.9,-42.94,-28.32,-57.18,-224.75,218.76,45.64,334.92,-13.44,-9.3,-121.65,-48.78,0.948,17.021,5.521,0.786
361,-0.81,-44.18,-27.04,-57.37,-223.07,218.86,70.96,400.06,-147.66,-28.38,-192.02,28.16,0.505,15.484,5.442,0.7
362,-0.88,-41.49,-26.67,-58.39,-227.56,224.67,69.71,395.12,-134.89,-26.64,-188.0,21.48,0.55,7.084,8.424,0.522
363,-0.85,-40.39,-26.93,-59.99,-227.96,225.94,42.5,332.69,1.31,-8.93,-122.48,-51.12,0.751,9.792,12.24,0.769
364,-1.36,-41.02,-28.43,-47.78,-230.53,241.92,30.64,296.85,45.87,-1.27,-75.2,-79.83,1.09,20.317,8.125,0.59
365,-1.25,-41.66,-26.31,-60.07,-231.23,255.23,20.41,229.17,99.96,12.33,2.69,-90.89,1.563,20.225,6.541,0.525
366,-1.18,-42.12,-29.02,-58.5,-235.07,235.96,34.19,298.14,41.06,0.56,-71.62,-78.44,1.369,19.584,5.569,0.732
367,-1.04,-41.73,-28.47,-58.0,-225.23,218.11,51.31,368.37,-61.68,-15.39,-157.48,-17.69,0.612,16.011,10.194,1.071
368,-0.96,-42.57,-28.24,-58.94,-237.87,241.63,13.84,232.37,113.72,10.46,-11.33,-91.48,1.145,20.163,14.267,0.819
369,-1.17,-39.91,-27.26,-57.92,-224.39,213.82,47.9,346.35,-34.09,-12.68,-139.72,-31.14,0.671,7.801,10.72,0.995
370,-1.23,-39.97,-28.71,-50.36,-219.02,219.37,57.7,382.44,-141.69,-21.87,-178.25,25.41,0.522,11.599,8.349,1.298
371,-0.94,-42.55,-26.92,-56.22,-235.35,253.69,31.0,292.64,41.73,0.81,-67.52,-77.66,1.318,8.437,8.542,0.678
372,-0.96,-42.04,-27.01,-54.74,-217.26,223.61,27.53,296.68,38.28,0.12,-87.31,-69.62,0.806,17.295,12.118,1.051
373,-1.3,-41.98,-28.07,-58.88,-224.38,234.24,34.26,311.09,35.59,-2.45,-94.28,-70.7,0.855,20.873,12.785,0.877
374,-1.26,-38.66,-28.33,-52.6,-214.64,191.78,28.17,275.5,34.4,-1.23,-78.83,-62.27,0.722,10.417,9.99,1.186
375,-1.54,-41.9,-27.65,-55.77,-232.8,249.28,71.06,417.71,-166.78,-29.12,-199.56,37.25,0.562,12.921,11.136,0.656
376,-1.26,-41.96,-26.57,-61.42,-219.55,228.06,39.17,326.32,4.31,-7.37,-116.76,-53.16,0.737,12.266,14.321,1.039
377,-0.95,-41.55,-29.11,-57.85,-228.49,228.87,50.17,355.68,-30.22,-13.22,-141.7,-38.27,0.733,12.284,11.819,0.646
378,-1.7,-42.48,-27.16,-53.26,-199.8,206.7,31.4,266.44,19.3,0.5,-69.22,-63.31,0.911,7.951,7.123,1.012
379,-0.81,-41.74,-27.75,-54.56,-240.26,256.08,40.43,320.43,17.32,-3.86,-90.67,-72.15,1.438,11.74,5.922,0.502
380,-0.84,-41.54,-28.94,-59.44,-237.9,250.71,66.08,395.05,-114.77,-23.51,-174.47,2.94,0.89,10.132,7.268,0.581
381,-0.67,-42.21,-28.61,-51.39,-238.48,237.83,46.37,362.59,-32.27,-11.27,-138.01,-43.66,1.127,14.871,5.044,0.53
382,-1.19,-40.21,-27.49,-56.81,-224.94,224.32,71.08,393.25,-143.83,-27.96,-184.9,25.4,0.605,11.406,5.169,0.676
383,-0.61,-41.35,-27.77,-53.74,-223.76,212.21,23.82,294.78,52.12,0.86,-86.69,-72.56,0.755,19.427,12.869,1.15
384,-1.34,-41.95,-28.54,-55.15,-224.93,222.74,29.96,303.62,45.19,-1.55,-92.52,-71.59,0.778,17.018,14.987,0.999
385,-0.82,-40.75,-26.07,-54.84,-218.85,215.87,51.83,364.21,-89.16,-16.51,-157.37,-3.7,0.683,13.886,5.714,1.122
386,-0.96,-44.39,-27.85,-58.44,-245.43,298.49,20.36,264.12,87.99,8.4,-19.81,-95.96,1.571,17.181,14.194,0.565
387,-0.99,-43.13,-28.83,-54.1,-235.39,243.0,18.58,248.84,92.85,7.8,-25.54,-90.66,1.21,15.847,11.636,0.747
388,-1.19,-42.83,-27.11,-55.99,-213.58,196.49,29.17,274.93,34.7,1.21,-72.78,-65.86,0.989,8.314,6.152,1.045
389,-1.11,-40.71,-28.49,-57.24,-223.33,193.6,54.36,362.67,-82.38,-17.31,-158.95,-4.23,0.665,9.02,5.682,1.271
390,-1.08,-39.93,-29.77,-59.6,-203.26,199.66,32.97,280.79,13.44,-0.05,-84.14,-58.69,0.776,14.715,8.291,1.259
391,-0.58,-41.44,-28.45,-53.55,-228.23,224.71,39.89,339.94,-5.98,-8.06,-125.08,-51.77,0.824,18.54,8.03,0.709
392,-1.27,-39.28,-29.12,-55.89,-230.46,231.59,60.12,374.98,-79.31,-20.84,-165.17,-10.14,0.605,8.667,14.593,0.534
393,-0.94,-39.82,-28.06,-59.49,-233.12,229.62,51.33,367.17,-31.71,-14.85,-150.93,-34.58,0.638,16.605,13.854,0.757
394,-1.02,-41.87,-28.49,-58.76,-226.49,235.18,32.73,296.44,36.03,0.07,-74.98,-74.8,1.138,19.962,7.366,0.809
395,-0.89,-42.65,-27.99,-61.9,-223.35,218.21,42.6,339.11,-8.84,-9.62,-129.89,-46.22,0.693,9.773,14.892,1.006
396,-1.18,-41.43,-27.36,-57.32,-228.54,228.2,28.76,279.59,48.91,1.67,-66.41,-73.41,1.041,7.491,10.022,0.848
397,-1.21,-41.9,-28.7,-64.77,-233.65,237.05,52.55,355.46,-11.34,-12.5,-136.53,-48.55,0.789,16.578,12.832,0.593
398,-0.91,-40.57,-27.3,-57.76,-226.97,238.75,52.37,386.24,-98.97,-17.34,-170.62,0.95,0.625,12.591,13.946,1.296
399,-1.4,-42.23,-26.66,-57.75,-223.15,220.58,64.81,394.39,-137.28,-24.21,-185.14,23.86,0.534,12.281,7.399,1.095
400,-1.52,-43.46,-30.4,-58.67,-246.88,285.62,22.69,236.22,88.62,10.88,7.07,-93.87,1.722,9.162,11.429,0.541
401,-0.99,-42.01,-27.7,-56.5,-223.59,221.72,45.73,339.85,-28.38,-9.53,-128.34,-38.94,0.874,14.251,6.621,0.938
402,-1.12,-40.03,-28.25,-63.36,-236.74,248.9,50.38,341.71,-13.56,-11.75,-123.94,-48.99,0.922,7.623,12.595,0.524
403,-0.94,-41.04,-27.74,-58.64,-231.55,246.78,35.34,314.1,39.41,-2.91,-94.24,-72.68,0.897,17.572,14.749,0.668
404,-1.04,-40.35,-29.87,-57.22,-234.28,231.21,29.56,273.83,51.4,2.36,-53.86,-78.84,1.247,10.262,7.692,0.762
405,-0.88,-42.87,-29.28,-58.14,-232.55,226.55,24.6,275.72,73.4,4.38,-57.64,-84.68,1.066,16.36,9.978,0.771
406,-1.19,-39.68,-28.69,-54.47,-231.04,221.19,67.33,397.84,-132.9,-26.9,-188.6,20.96,0.506,8.602,9.684,0.555
407,-0.7,-38.53,-27.14,-55.39,-213.57,193.18,33.62,294.23,-0.98,-3.47,-97.5,-47.81,0.804,7.249,6.591,1.139
408,-1.11,-42.27,-27.85,-57.86,-218.16,204.59,37.11,324.41,-3.7,-5.67,-118.23,-47.77,0.721,17.811,8.96,1.217
409,-0.55,-41.42,-26.07,-53.13,-219.62,236.2,62.77,394.19,-150.17,-24.99,-186.32,27.05,0.542,17.273,6.641,0.517
410,-0.87,-41.88,-29.13,-60.18,-220.28,238.09,71.26,387.33,-149.27,-27.66,-181.92,25.03,0.59,8.764,10.39,0.668
411,-1.03,-41.73,-29.21,-57.88,-226.48,216.5,60.9,395.13,-139.01,-23.11,-184.73,25.12,0.533,14.741,8.342,1.362
412,-1.44,-41.21,-27.96,-54.65,-206.11,214.31,56.53,359.39,-134.66,-19.53,-164.21,19.99,0.569,11.458,6.824,1.347
413,-1.08,-40.58,-29.24,-52.5,-220.96,199.22,42.11,341.96,-44.36,-11.15,-139.91,-26.41,0.651,10.335,8.901,1.241
414,-0.82,-41.72,-27.72,-57.96,-234.67,233.55,62.48,403.83,-99.1,-22.96,-184.3,1.18,0.526,19.417,12.954,0.522
415,-0.86,-41.33,-28.77,-55.27,-230.07,232.42,15.64,229.89,97.77,10.03,-10.56,-88.9,1.197,19.03,9.599,0.84
416,-1.11,-41.33,-27.8,-57.36,-228.31,221.02,63.66,390.73,-116.88,-23.87,-181.63,12.72,0.548,7.095,10.675,0.902
417,-1.21,-41.58,-28.79,-55.45,-221.14,205.19,28.01,285.7,42.08,1.54,-73.45,-71.95,1.008,20.384,6.608,1.053
418,-1.04,-40.36,-27.95,-58.64,-228.64,237.47,27.71,286.16,58.58,2.28,-68.39,-79.1,0.958,19.382,12.461,0.912
419,-0.78,-40.19,-28.09,-57.18,-228.53,230.34,49.04,384.05,-81.17,-14.72,-167.46,-6.52,0.564,19.92,14.828,1.41
420,-0.73,-40.6,-28.45,-59.39,-226.59,243.53,45.82,319.85,-5.17,-6.04,-102.51,-59.72,1.143,10.249,6.7,0.566
421,-1.47,-41.55,-28.41,-55.93,-255.22,254.45,23.76,260.9,93.86,5.28,-34.27,-87.3,1.28,8.246,13.919,0.67
422,-0.89,-40.07,-29.64,-57.57,-234.09,223.44,46.55,349.85,-17.33,-12.14,-136.47,-41.79,0.729,9.924,13.13,0.85
423,-0.74,-40.17,-29.09,-62.21,-234.07,241.56,50.41,353.51,-25.06,-11.76,-134.24,-44.01,0.901,15.5,9.433,0.73
424,-1.62,-43.48,-27.87,-54.48,-233.76,242.8,21.75,262.04,95.74,6.1,-39.99,-91.16,1.089,19.802,13.629,0.782
425,-1.31,-40.66,-28.21,-60.48,-233.74,246.02,62.55,386.72,-93.38,-21.92,-170.06,-5.15,0.728,8.597,11.897,0.706
426,-0.85,-41.72,-28.61,-56.87,-230.15,235.72,24.83,280.47,65.63,2.79,-63.44,-81.97,0.975,14.458,13.674,0.848
427,-0.69,-41.32,-29.68,-61.55,-242.4,268.68,20.32,231.35,95.85,12.77,5.47,-92.24,1.589,15.745,9.322,0.541
428,-0.62,-40.52,-26.38,-60.39,-216.32,211.48,36.59,316.54,2.44,-5.23,-111.72,-50.1,0.741,15.09,9.104,1.168
429,-1.3,-40.61,-28.63,-59.28,-237.99,255.94,23.2,244.47,88.93,8.94,-12.22,-92.21,1.466,20.717,8.064,0.646
430,-1.34,-39.8,-28.0,-60.05,-221.23,236.43,42.3,310.14,11.22,-6.18,-100.93,-59.11,0.83,9.394,13.393,0.711
431,-1.28,-40.72,-29.33,-55.0,-228.05,219.06,64.86,377.73,-104.22,-23.92,-169.87,2.44,0.678,8.152,6.468,0.512
432,-0.65,-39.66,-28.55,-59.22,-228.37,226.07,39.5,320.46,16.97,-5.34,-108.71,-60.66,0.787,12.388,12.157,0.697
433,-1.1,-44.44,-28.75,-58.4,-244.97,263.01,17.94,234.9,98.27,11.25,2.34,-91.05,1.667,10.171,9.044,0.573
434,-1.5,-40.84,-28.09,-56.13,-223.38,224.16,71.41,395.97,-153.32,-28.27,-188.21,31.13,0.509,11.621,7.051,0.795
435,-0.53,-40.18,-30.3,-63.45,-237.52,298.41,20.38,216.37,80.38,14.36,27.9,-92.6,1.704,9.938,11.949,0.535
436,-0.51,-41.5,-28.31,-60.1,-221.04,233.5,48.58,330.39,-17.21,-9.61,-119.12,-50.04,0.917,11.684,7.827,0.596
437,-0.88,-41.12,-29.37,-49.97,-249.51,233.04,46.85,386.42,-43.68,-14.9,-161.08,-30.28,0.805,10.907,10.364,0.598
438,-1.06,-42.76,-25.87,-61.17,-235.51,257.25,33.02,304.69,56.67,0.09,-77.15,-82.39,1.134,19.731,10.23,0.54
439,-1.34,-41.21,-27.48,-57.42,-225.59,227.77,54.39,360.75,-54.52,-16.54,-150.98,-23.77,0.695,8.638,10.633,0.77
440,0.02,-39.26,-30.64,-57.91,-229.53,203.72,58.51,376.12,-84.93,-20.96,-168.16,-2.96,0.567,10.67,8.301,1.017
441,-1.01,-41.1,-28.45,-61.74,-230.36,233.03,73.49,403.55,-142.46,-27.86,-188.71,22.95,0.571,17.219,7.076,0.71
442,-0.8,-42.84,-30.65,-56.57,-261.41,265.49,32.48,315.52,56.33,0.87,-73.71,-85.28,1.537,12.315,9.306,0.501
443,-0.94,-42.29,-27.04,-58.82,-236.98,243.1,34.68,290.28,36.22,0.8,-63.78,-76.07,1.481,7.069,5.974,0.649
444,-0.98,-42.65,-27.91,-53.71,-240.34,246.11,40.74,340.91,2.86,-8.3,-117.46,-58.7,1.064,9.732,9.259,0.569
445,-1.02,-41.52,-27.28,-60.01,-238.58,237.37,31.92,301.6,48.84,0.33,-77.22,-76.73,1.158,16.476,8.04,0.768
446,-0.86,-41.13,-28.41,-57.32,-237.72,244.85,28.42,301.27,53.07,0.53,-77.54,-78.19,1.042,18.966,12.049,0.809
447,-0.95,-39.85,-28.19,-59.79,-229.2,224.92,21.25,248.21,80.87,6.52,-34.23,-82.87,1.056,13.449,10.55,0.909
448,-1.08,-41.97,-30.67,-56.85,-231.5,225.53,23.9,256.36,67.26,4.3,-43.28,-82.32,1.125,7.466,10.619,0.801
449,-1.17,-41.43,-28.7,-56.76,-229.11,241.07,30.61,290.73,50.77,1.44,-68.22,-79.97,1.112,20.527,8.981,0.754
450,-0.79,-38.28,-28.58,-60.68,-212.88,212.8,31.69,284.59,27.84,0.03,-79.78,-65.24,0.802,20.449,8.634,1.118
451,-0.87,-41.77,-28.57,-58.75,-228.6,225.95,67.63,394.9,-128.24,-26.18,-185.48,17.46,0.563,7.918,10.324,0.668
452,-1.18,-41.42,-26.25,-56.96,-223.15,222.85,43.97,333.82,-17.18,-9.66,-125.6,-41.78,0.79,7.686,9.718,0.942
453,-0.58,-41.04,-28.63,-55.8,-235.83,235.34,49.82,382.53,-51.94,-15.51,-161.66,-24.6,0.629,20.486,14.079,0.837
454,-1.35,-40.32,-28.28,-54.18,-225.66,224.54,45.32,337.41,-7.63,-10.97,-126.9,-48.27,0.709,12.717,12.29,0.789
455,-0.83,-40.73,-27.93,-57.87,-229.64,232.22,32.88,299.01,31.96,-1.44,-85.27,-68.16,0.972,8.99,10.759,0.851
456,-0.59,-41.15,-27.65,-63.21,-236.23,250.04,30.97,272.0,64.03,5.44,-41.89,-86.92,1.528,15.189,6.027,0.578
457,-1.16,-41.69,-28.15,-56.9,-224.44,219.53,59.28,371.6,-90.25,-19.65,-161.26,-6.21,0.777,11.609,5.149,0.838
458,-0.86,-40.74,-27.07,-59.26,-229.11,225.39,27.2,265.6,55.03,3.76,-49.42,-76.83,1.251,9.416,6.472,0.788
459,-1.29,-42.17,-27.01,-60.52,-249.34,265.27,19.46,252.0,110.52,9.05,-20.34,-93.54,1.331,19.257,12.907,0.581
460,-0.94,-42.51,-27.7,-57.34,-228.96,235.63,32.24,306.23,52.59,-1.42,-88.17,-77.42,0.882,18.306,13.558,0.67
461,-0.92,-41.91,-28.96,-51.48,-232.91,234.99,22.2,259.15,72.08,5.52,-40.18,-85.25,1.201,11.456,9.313,0.79
462,-1.31,-42.0,-27.42,-60.29,-232.21,252.73,44.33,325.04,21.35,-5.7,-100.26,-70.73,1.093,20.881,8.481,0.501
463,-0.21,-41.2,-29.87,-57.86,-245.86,274.74,17.05,228.42,99.44,12.84,13.45,-93.54,1.701,18.851,9.007,0.57
464,-0.68,-40.96,-28.83,-59.98,-236.58,248.71,32.79,290.26,52.02,0.91,-65.65,-81.7,1.226,12.493,9.027,0.512
465,-0.98,-40.89,-27.39,-58.61,-224.99,219.01,41.75,330.4,-6.81,-8.38,-122.78,-45.95,0.734,8.087,12.524,0.952
466,-1.18,-41.86,-27.02,-56.54,-226.19,223.72,59.74,380.05,-89.69,-20.69,-170.02,-4.04,0.625,10.041,8.532,0.682
467,-1.0,-40.8,-27.15,-53.98,-238.76,235.74,18.42,257.77,93.46,5.68,-38.61,-87.63,1.076,17.706,11.911,0.836
468,-1.36,-40.97,-26.16,-58.12,-223.51,221.77,61.19,380.44,-95.76,-20.83,-169.4,-0.97,0.618,19.454,5.385,0.822
469,-1.21,-42.15,-27.63,-56.32,-219.34,225.73,58.73,376.62,-96.75,-20.17,-167.34,-1.81,0.568,18.662,8.509,0.87
470,-0.83,-40.82,-27.45,-60.43,-227.63,250.02,65.77,385.26,-116.94,-22.82,-169.22,2.48,0.868,13.72,5.866,0.622
471,-1.23,-42.54,-27.63,-58.04,-223.47,232.76,38.04,325.36,6.45,-5.92,-113.23,-55.53,0.799,10.988,14.123,0.908
472,-0.72,-43.0,-28.15,-55.1,-207.75,185.54,35.31,309.0,-11.67,-6.55,-116.07,-42.11,0.647,7.604,9.079,1.24
473,-1.36,-40.57,-27.75,-54.01,-224.44,213.23,57.66,376.65,-94.42,-19.83,-167.98,0.31,0.586,14.907,6.691,1.008
474,-1.21,-42.32,-28.58,-59.69,-236.18,248.58,29.6,292.99,57.94,2.19,-66.67,-82.36,1.169,18.513,10.382,0.761
475,-0.95,-40.79,-28.5,-57.79,-229.04,223.28,44.56,333.94,-15.48,-9.04,-122.57,-45.02,0.857,7.57,9.24,0.828
